pclass,survived,name,gender,age,fare,embarked
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,26.25,S
2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,10.5,S
2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,13.0,S
2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,29.8811345124283,21.0,S
2,0,"Cotterill, Mr. Henry ""Harry""",male,21.0,11.5,S
2,0,"Cunningham, Mr. Alfred Fleming",male,29.8811345124283,0.0,S
2,1,"Davies, Master. John Morgan Jr",male,8.0,36.75,S
2,0,"Davies, Mr. Charles Henry",male,18.0,73.5,S
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,36.75,S
2,1,"Davis, Miss. Mary",female,28.0,13.0,S
2,0,"de Brito, Mr. Jose Joaquim",male,32.0,13.0,S
2,0,"Deacon, Mr. Percy William",male,17.0,73.5,S
2,0,"del Carlo, Mr. Sebastiano",male,29.0,27.72,C
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,27.72,C
2,0,"Denbury, Mr. Herbert",male,25.0,31.5,S
2,0,"Dibden, Mr. William",male,18.0,73.5,S
2,1,"Doling, Miss. Elsie",female,18.0,23.0,S
2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,23.0,S
2,0,"Downton, Mr. William James",male,54.0,26.0,S
2,1,"Drew, Master. Marshall Brines",male,8.0,32.5,S
2,0,"Drew, Mr. James Vivian",male,42.0,32.5,S
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,32.5,S
2,1,"Duran y More, Miss. Asuncion",female,27.0,13.86,C
2,1,"Duran y More, Miss. Florentina",female,30.0,13.86,C
2,0,"Eitemiller, Mr. George Floyd",male,23.0,13.0,S
2,0,"Enander, Mr. Ingvar",male,21.0,13.0,S
2,0,"Fahlstrom, Mr. Arne Jonas",male,18.0,13.0,S
2,0,"Faunthorpe, Mr. Harry",male,40.0,26.0,S
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,26.0,S
2,0,"Fillbrook, Mr. Joseph Charles",male,18.0,10.5,S
2,0,"Fox, Mr. Stanley Hubert",male,36.0,13.0,S
2,0,"Frost, Mr. Anthony Wood ""Archie""",male,29.8811345124283,0.0,S
2,0,"Funk, Miss. Annie Clemmer",female,38.0,13.0,S
2,0,"Fynney, Mr. Joseph J",male,35.0,26.0,S
2,0,"Gale, Mr. Harry",male,38.0,21.0,S
2,0,"Gale, Mr. Shadrach",male,34.0,21.0,S
2,1,"Garside, Miss. Ethel",female,34.0,13.0,S
2,0,"Gaskell, Mr. Alfred",male,16.0,26.0,S
2,0,"Gavey, Mr. Lawrence",male,26.0,10.5,S
2,0,"Gilbert, Mr. William",male,47.0,10.5,S
2,0,"Giles, Mr. Edgar",male,21.0,11.5,S
2,0,"Giles, Mr. Frederick Edward",male,21.0,11.5,S
2,0,"Giles, Mr. Ralph",male,24.0,13.5,S
2,0,"Gill, Mr. John William",male,24.0,13.0,S
2,0,"Gillespie, Mr. William Henry",male,34.0,13.0,S
2,0,"Givard, Mr. Hans Kristensen",male,30.0,13.0,S
2,0,"Greenberg, Mr. Samuel",male,52.0,13.0,S
2,0,"Hale, Mr. Reginald",male,30.0,13.0,S
2,1,"Hamalainen, Master. Viljo",male,0.6667,14.5,S
2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,14.5,S
2,0,"Harbeck, Mr. William H",male,44.0,13.0,S
2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,33.0,S
2,0,"Harper, Rev. John",male,28.0,33.0,S
2,1,"Harris, Mr. George",male,62.0,10.5,S
2,0,"Harris, Mr. Walter",male,30.0,10.5,S
2,1,"Hart, Miss. Eva Miriam",female,7.0,26.25,S
2,0,"Hart, Mr. Benjamin",male,43.0,26.25,S
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,26.25,S
2,1,"Herman, Miss. Alice",female,24.0,65.0,S
2,1,"Herman, Miss. Kate",female,24.0,65.0,S
2,0,"Herman, Mr. Samuel",male,49.0,65.0,S
2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,65.0,S
2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,16.0,S
2,0,"Hickman, Mr. Leonard Mark",male,24.0,73.5,S
2,0,"Hickman, Mr. Lewis",male,32.0,73.5,S
2,0,"Hickman, Mr. Stanley George",male,21.0,73.5,S
2,0,"Hiltunen, Miss. Marta",female,18.0,13.0,S
2,1,"Hocking, Miss. Ellen ""Nellie""",female,20.0,23.0,S
2,0,"Hocking, Mr. Richard George",male,23.0,11.5,S
2,0,"Hocking, Mr. Samuel James Metcalfe",male,36.0,13.0,S
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,23.0,S
2,0,"Hodges, Mr. Henry Price",male,50.0,13.0,S
2,0,"Hold, Mr. Stephen",male,44.0,26.0,S
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,26.0,S
2,0,"Hood, Mr. Ambrose Jr",male,21.0,73.5,S
2,1,"Hosono, Mr. Masabumi",male,42.0,13.0,S
2,0,"Howard, Mr. Benjamin",male,63.0,26.0,S
2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,26.0,S
2,0,"Hunt, Mr. George Henry",male,33.0,12.28,S
2,1,"Ilett, Miss. Bertha",female,17.0,10.5,S
2,0,"Jacobsohn, Mr. Sidney Samuel",male,42.0,27.0,S
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,27.0,S
2,0,"Jarvis, Mr. John Denzil",male,47.0,15.0,S
2,0,"Jefferys, Mr. Clifford Thomas",male,24.0,31.5,S
2,0,"Jefferys, Mr. Ernest Wilfred",male,22.0,31.5,S
2,0,"Jenkin, Mr. Stephen Curnow",male,32.0,10.5,S
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,13.79,C
2,0,"Kantor, Mr. Sinai",male,34.0,26.0,S
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,26.0,S
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,21.0,S
2,1,"Keane, Miss. Nora A",female,29.8811345124283,12.35,Q
2,0,"Keane, Mr. Daniel",male,35.0,12.35,Q
2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,13.5,S
2,0,"Kirkland, Rev. Charles Leonard",male,57.0,12.35,Q
2,0,"Knight, Mr. Robert J",male,29.8811345124283,0.0,S
2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,10.5,S
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,26.0,S
2,0,"Lahtinen, Rev. William",male,30.0,26.0,S
2,0,"Lamb, Mr. John Joseph",male,29.8811345124283,10.71,Q
2,1,"Laroche, Miss. Louise",female,1.0,41.58,C
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,41.58,C
2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,41.58,C
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,41.58,C
2,1,"Lehmann, Miss. Bertha",female,17.0,12.0,C
2,1,"Leitch, Miss. Jessie Wills",female,29.8811345124283,33.0,S
2,1,"Lemore, Mrs. (Amelia Milley)",female,34.0,10.5,S
2,0,"Levy, Mr. Rene Jacques",male,36.0,12.88,C
2,0,"Leyson, Mr. Robert William Norman",male,24.0,10.5,S
2,0,"Lingane, Mr. John",male,61.0,12.35,Q
2,0,"Louch, Mr. Charles Alexander",male,50.0,26.0,S
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,26.0,S
2,0,"Mack, Mrs. (Mary)",female,57.0,10.5,S
2,0,"Malachard, Mr. Noel",male,29.8811345124283,15.05,C
2,1,"Mallet, Master. Andre",male,1.0,37.0,C
2,0,"Mallet, Mr. Albert",male,31.0,37.0,C
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,37.0,C
2,0,"Mangiavacchi, Mr. Serafino Emilio",male,29.8811345124283,15.58,C
2,0,"Matthews, Mr. William John",male,30.0,13.0,S
2,0,"Maybery, Mr. Frank Hubert",male,40.0,16.0,S
2,0,"McCrae, Mr. Arthur Gordon",male,32.0,13.5,S
2,0,"McCrie, Mr. James Matthew",male,30.0,13.0,S
2,0,"McKane, Mr. Peter David",male,46.0,26.0,S
2,1,"Mellinger, Miss. Madeleine Violet",female,13.0,19.5,S
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,19.5,S
2,1,"Mellors, Mr. William John",male,19.0,10.5,S
2,0,"Meyer, Mr. August",male,39.0,13.0,S
2,0,"Milling, Mr. Jacob Christian",male,48.0,13.0,S
2,0,"Mitchell, Mr. Henry Michael",male,70.0,10.5,S
2,0,"Montvila, Rev. Juozas",male,27.0,13.0,S
2,0,"Moraweck, Dr. Ernest",male,54.0,14.0,S
2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,26.0,S
2,0,"Mudd, Mr. Thomas Charles",male,16.0,10.5,S
2,0,"Myles, Mr. Thomas Francis",male,62.0,9.69,Q
2,0,"Nasser, Mr. Nicholas",male,32.5,30.07,C
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,30.07,C
2,1,"Navratil, Master. Edmond Roger",male,2.0,26.0,S
2,1,"Navratil, Master. Michel M",male,3.0,26.0,S
2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,26.0,S
2,0,"Nesson, Mr. Israel",male,26.0,13.0,S
2,0,"Nicholls, Mr. Joseph Charles",male,19.0,36.75,S
2,0,"Norman, Mr. Robert Douglas",male,28.0,13.5,S
2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,13.86,C
2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,10.5,S
2,0,"Otter, Mr. Richard",male,39.0,13.0,S
2,1,"Oxenham, Mr. Percy Thomas",male,22.0,10.5,S
2,1,"Padro y Manent, Mr. Julian",male,29.8811345124283,13.86,C
2,0,"Pain, Dr. Alfred",male,23.0,10.5,S
2,1,"Pallas y Castello, Mr. Emilio",male,29.0,13.86,C
2,0,"Parker, Mr. Clifford Richard",male,28.0,10.5,S
2,0,"Parkes, Mr. Francis ""Frank""",male,29.8811345124283,0.0,S
2,1,"Parrish, Mrs. (Lutie Davis)",female,50.0,26.0,S
2,0,"Pengelly, Mr. Frederick William",male,19.0,10.5,S
2,0,"Pernot, Mr. Rene",male,29.8811345124283,15.05,C
2,0,"Peruschitz, Rev. Joseph Maria",male,41.0,13.0,S
2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0,21.0,S
2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,26.0,S
2,0,"Phillips, Mr. Escott Robert",male,43.0,21.0,S
2,1,"Pinsky, Mrs. (Rosa)",female,32.0,13.0,S
2,0,"Ponesell, Mr. Martin",male,34.0,13.0,S
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,12.74,C
2,0,"Pulbaum, Mr. Franz",male,27.0,15.03,C
2,1,"Quick, Miss. Phyllis May",female,2.0,26.0,S
2,1,"Quick, Miss. Winifred Vera",female,8.0,26.0,S
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,26.0,S
2,0,"Reeves, Mr. David",male,36.0,10.5,S
2,0,"Renouf, Mr. Peter Henry",male,34.0,21.0,S
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,21.0,S
2,1,"Reynaldo, Ms. Encarnacion",female,28.0,13.0,S
2,0,"Richard, Mr. Emile",male,23.0,15.05,C
2,1,"Richards, Master. George Sibley",male,0.8333,18.75,S
2,1,"Richards, Master. William Rowe",male,3.0,18.75,S
2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,18.75,S
2,1,"Ridsdale, Miss. Lucy",female,50.0,10.5,S
2,0,"Rogers, Mr. Reginald Harry",male,19.0,10.5,S
2,1,"Rugg, Miss. Emily",female,21.0,10.5,S
2,0,"Schmidt, Mr. August",male,26.0,13.0,S
2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,13.0,S
2,0,"Sharp, Mr. Percival James R",male,27.0,26.0,S
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,26.0,S
2,1,"Silven, Miss. Lyyli Karoliina",female,18.0,13.0,S
2,1,"Sincock, Miss. Maude",female,20.0,36.75,S
2,1,"Sinkkonen, Miss. Anna",female,30.0,13.0,S
2,0,"Sjostedt, Mr. Ernst Adolf",male,59.0,13.5,S
2,1,"Slayter, Miss. Hilda Mary",female,30.0,12.35,Q
2,0,"Slemen, Mr. Richard James",male,35.0,10.5,S
2,1,"Smith, Miss. Marion Elsie",female,40.0,13.0,S
2,0,"Sobey, Mr. Samuel James Hayden",male,25.0,13.0,S
2,0,"Stanton, Mr. Samuel Ward",male,41.0,15.05,C
2,0,"Stokes, Mr. Philip Joseph",male,25.0,10.5,S
2,0,"Swane, Mr. George",male,18.5,13.0,S
2,0,"Sweet, Mr. George Frederick",male,14.0,65.0,S
2,1,"Toomey, Miss. Ellen",female,50.0,10.5,S
2,0,"Troupiansky, Mr. Moses Aaron",male,23.0,13.0,S
2,1,"Trout, Mrs. William H (Jessie L)",female,28.0,12.65,S
2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,10.5,S
2,0,"Turpin, Mr. William John Robert",male,29.0,21.0,S
2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,21.0,S
2,0,"Veal, Mr. James",male,40.0,13.0,S
2,1,"Walcroft, Miss. Nellie",female,31.0,21.0,S
2,0,"Ware, Mr. John James",male,30.0,21.0,S
2,0,"Ware, Mr. William Jeffery",male,23.0,10.5,S
2,1,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,21.0,S
2,0,"Watson, Mr. Ennis Hastings",male,29.8811345124283,0.0,S
2,1,"Watt, Miss. Bertha J",female,12.0,15.75,S
2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,15.75,S
2,1,"Webber, Miss. Susan",female,32.5,13.0,S
2,0,"Weisz, Mr. Leopold",male,27.0,26.0,S
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,26.0,S
2,1,"Wells, Master. Ralph Lester",male,2.0,23.0,S
2,1,"Wells, Miss. Joan",female,4.0,23.0,S
2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,23.0,S
2,1,"West, Miss. Barbara J",female,0.9167,27.75,S
2,1,"West, Miss. Constance Mirium",female,5.0,27.75,S
2,0,"West, Mr. Edwy Arthur",male,36.0,27.75,S
2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,27.75,S
2,0,"Wheadon, Mr. Edward H",male,66.0,10.5,S
2,0,"Wheeler, Mr. Edwin ""Frederick""",male,29.8811345124283,12.88,S
2,1,"Wilhelms, Mr. Charles",male,31.0,13.0,S
2,1,"Williams, Mr. Charles Eugene",male,29.8811345124283,13.0,S
2,1,"Wright, Miss. Marion",female,26.0,13.5,S
2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,13.0,S
3,0,"Abbing, Mr. Anthony",male,42.0,7.55,S
3,0,"Abbott, Master. Eugene Joseph",male,13.0,20.25,S
3,0,"Abbott, Mr. Rossmore Edward",male,16.0,20.25,S
3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,20.25,S
3,1,"Abelseth, Miss. Karen Marie",female,16.0,7.65,S
3,1,"Abelseth, Mr. Olaus Jorgensen",male,25.0,7.65,S
3,1,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,7.93,S
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,7.23,C
3,0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,7.25,S
3,0,"Adams, Mr. John",male,26.0,8.05,S
3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,9.48,S
3,1,"Aks, Master. Philip Frank",male,0.8333,9.35,S
3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,9.35,S
3,1,"Albimona, Mr. Nassef Cassem",male,26.0,18.79,C
3,0,"Alexander, Mr. William",male,26.0,7.89,S
3,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,7.93,S
3,0,"Ali, Mr. Ahmed",male,24.0,7.05,S
3,0,"Ali, Mr. William",male,25.0,7.05,S
3,0,"Allen, Mr. William Henry",male,35.0,8.05,S
3,0,"Allum, Mr. Owen George",male,18.0,8.3,S
3,0,"Andersen, Mr. Albert Karvin",male,32.0,22.53,S
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,7.85,S
3,0,"Andersson, Master. Sigvard Harald Elias",male,4.0,31.28,S
3,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,31.28,S
3,0,"Andersson, Miss. Ellis Anna Maria",female,2.0,31.28,S
3,1,"Andersson, Miss. Erna Alexandra",female,17.0,7.93,S
3,0,"Andersson, Miss. Ida Augusta Margareta",female,38.0,7.78,S
3,0,"Andersson, Miss. Ingeborg Constanzia",female,9.0,31.28,S
3,0,"Andersson, Miss. Sigrid Elisabeth",female,11.0,31.28,S
3,0,"Andersson, Mr. Anders Johan",male,39.0,31.28,S
3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,7.8,S
3,0,"Andersson, Mr. Johan Samuel",male,26.0,7.78,S
3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,31.28,S
3,0,"Andreasson, Mr. Paul Edvin",male,20.0,7.85,S
3,0,"Angheloff, Mr. Minko",male,26.0,7.9,S
3,0,"Arnold-Franchi, Mr. Josef",male,25.0,17.8,S
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,17.8,S
3,0,"Aronsson, Mr. Ernst Axel Algot",male,24.0,7.78,S
3,0,"Asim, Mr. Adola",male,35.0,7.05,S
3,0,"Asplund, Master. Carl Edgar",male,5.0,31.39,S
3,0,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,31.39,S
3,1,"Asplund, Master. Edvin Rojj Felix",male,3.0,31.39,S
3,0,"Asplund, Master. Filip Oscar",male,13.0,31.39,S
3,1,"Asplund, Miss. Lillian Gertrud",female,5.0,31.39,S
3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,31.39,S
3,1,"Asplund, Mr. Johan Charles",male,23.0,7.8,S
3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,31.39,S
3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,45.0,7.23,C
3,0,"Assaf, Mr. Gerios",male,21.0,7.23,C
3,0,"Assam, Mr. Ali",male,23.0,7.05,S
3,0,"Attalah, Miss. Malake",female,17.0,14.46,C
3,0,"Attalah, Mr. Sleiman",male,30.0,7.23,C
3,0,"Augustsson, Mr. Albert",male,23.0,7.85,S
3,1,"Ayoub, Miss. Banoura",female,13.0,7.23,C
3,0,"Baccos, Mr. Raffull",male,20.0,7.23,C
3,0,"Backstrom, Mr. Karl Alfred",male,32.0,15.85,S
3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,15.85,S
3,1,"Baclini, Miss. Eugenie",female,0.75,19.26,C
3,1,"Baclini, Miss. Helene Barbara",female,0.75,19.26,C
3,1,"Baclini, Miss. Marie Catherine",female,5.0,19.26,C
3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,19.26,C
3,1,"Badman, Miss. Emily Louisa",female,18.0,8.05,S
3,0,"Badt, Mr. Mohamed",male,40.0,7.23,C
3,0,"Balkic, Mr. Cerin",male,26.0,7.9,S
3,1,"Barah, Mr. Hanna Assi",male,20.0,7.23,C
3,0,"Barbara, Miss. Saiide",female,18.0,14.45,C
3,0,"Barbara, Mrs. (Catherine David)",female,45.0,14.45,C
3,0,"Barry, Miss. Julia",female,27.0,7.88,Q
3,0,"Barton, Mr. David John",male,22.0,8.05,S
3,0,"Beavan, Mr. William Thomas",male,19.0,8.05,S
3,0,"Bengtsson, Mr. John Viktor",male,26.0,7.78,S
3,0,"Berglund, Mr. Karl Ivar Sven",male,22.0,9.35,S
3,0,"Betros, Master. Seman",male,29.8811345124283,7.23,C
3,0,"Betros, Mr. Tannous",male,20.0,4.01,C
3,1,"Bing, Mr. Lee",male,32.0,56.5,S
3,0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,7.78,S
3,0,"Bjorklund, Mr. Ernst Herbert",male,18.0,7.75,S
3,0,"Bostandyeff, Mr. Guentcho",male,26.0,7.9,S
3,0,"Boulos, Master. Akar",male,6.0,15.25,C
3,0,"Boulos, Miss. Nourelain",female,9.0,15.25,C
3,0,"Boulos, Mr. Hanna",male,29.8811345124283,7.23,C
3,0,"Boulos, Mrs. Joseph (Sultana)",female,29.8811345124283,15.25,C
3,0,"Bourke, Miss. Mary",female,29.8811345124283,7.75,Q
3,0,"Bourke, Mr. John",male,40.0,15.5,Q
3,0,"Bourke, Mrs. John (Catherine)",female,32.0,15.5,Q
3,0,"Bowen, Mr. David John ""Dai""",male,21.0,16.1,S
3,1,"Bradley, Miss. Bridget Delia",female,22.0,7.73,Q
3,0,"Braf, Miss. Elin Ester Maria",female,20.0,7.85,S
3,0,"Braund, Mr. Lewis Richard",male,29.0,7.05,S
3,0,"Braund, Mr. Owen Harris",male,22.0,7.25,S
3,0,"Brobeck, Mr. Karl Rudolf",male,22.0,7.8,S
3,0,"Brocklebank, Mr. William Alfred",male,35.0,8.05,S
3,0,"Buckley, Miss. Katherine",female,18.5,7.28,Q
3,1,"Buckley, Mr. Daniel",male,21.0,7.82,Q
3,0,"Burke, Mr. Jeremiah",male,19.0,6.75,Q
3,0,"Burns, Miss. Mary Delia",female,18.0,7.88,Q
3,0,"Cacic, Miss. Manda",female,21.0,8.66,S
3,0,"Cacic, Miss. Marija",female,30.0,8.66,S
3,0,"Cacic, Mr. Jego Grga",male,18.0,8.66,S
3,0,"Cacic, Mr. Luka",male,38.0,8.66,S
3,0,"Calic, Mr. Jovo",male,17.0,8.66,S
3,0,"Calic, Mr. Petar",male,17.0,8.66,S
3,0,"Canavan, Miss. Mary",female,21.0,7.75,Q
3,0,"Canavan, Mr. Patrick",male,21.0,7.75,Q
3,0,"Cann, Mr. Ernest Charles",male,21.0,8.05,S
3,0,"Caram, Mr. Joseph",male,29.8811345124283,14.46,C
3,0,"Caram, Mrs. Joseph (Maria Elias)",female,29.8811345124283,14.46,C
3,0,"Carlsson, Mr. August Sigfrid",male,28.0,7.8,S
3,0,"Carlsson, Mr. Carl Robert",male,24.0,7.85,S
3,1,"Carr, Miss. Helen ""Ellen""",female,16.0,7.75,Q
3,0,"Carr, Miss. Jeannie",female,37.0,7.75,Q
3,0,"Carver, Mr. Alfred John",male,28.0,7.25,S
3,0,"Celotti, Mr. Francesco",male,24.0,8.05,S
3,0,"Charters, Mr. David",male,21.0,7.73,Q
3,1,"Chip, Mr. Chang",male,32.0,56.5,S
3,0,"Christmann, Mr. Emil",male,29.0,8.05,S
3,0,"Chronopoulos, Mr. Apostolos",male,26.0,14.45,C
3,0,"Chronopoulos, Mr. Demetrios",male,18.0,14.45,C
3,0,"Coelho, Mr. Domingos Fernandeo",male,20.0,7.05,S
3,1,"Cohen, Mr. Gurshon ""Gus""",male,18.0,8.05,S
3,0,"Colbert, Mr. Patrick",male,24.0,7.25,Q
3,0,"Coleff, Mr. Peju",male,36.0,7.5,S
3,0,"Coleff, Mr. Satio",male,24.0,7.5,S
3,0,"Conlon, Mr. Thomas Henry",male,31.0,7.73,Q
3,0,"Connaghton, Mr. Michael",male,31.0,7.75,Q
3,1,"Connolly, Miss. Kate",female,22.0,7.75,Q
3,0,"Connolly, Miss. Kate",female,30.0,7.63,Q
3,0,"Connors, Mr. Patrick",male,70.5,7.75,Q
3,0,"Cook, Mr. Jacob",male,43.0,8.05,S
3,0,"Cor, Mr. Bartol",male,35.0,7.9,S
3,0,"Cor, Mr. Ivan",male,27.0,7.9,S
3,0,"Cor, Mr. Liudevit",male,19.0,7.9,S
3,0,"Corn, Mr. Harry",male,30.0,8.05,S
3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,15.9,S
3,1,"Coutts, Master. William Loch ""William""",male,3.0,15.9,S
3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,36.0,15.9,S
3,0,"Coxon, Mr. Daniel",male,59.0,7.25,S
3,0,"Crease, Mr. Ernest James",male,19.0,8.16,S
3,1,"Cribb, Miss. Laura Alice",female,17.0,16.1,S
3,0,"Cribb, Mr. John Hatfield",male,44.0,16.1,S
3,0,"Culumovic, Mr. Jeso",male,17.0,8.66,S
3,0,"Daher, Mr. Shedid",male,22.5,7.23,C
3,1,"Dahl, Mr. Karl Edwart",male,45.0,8.05,S
3,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,10.52,S
3,0,"Dakic, Mr. Branko",male,19.0,10.17,S
3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,30.0,6.95,Q
3,1,"Daly, Mr. Eugene Patrick",male,29.0,7.75,Q
3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.3333,14.4,S
3,0,"Danbom, Mr. Ernst Gilbert",male,34.0,14.4,S
3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,14.4,S
3,0,"Danoff, Mr. Yoto",male,27.0,7.9,S
3,0,"Dantcheff, Mr. Ristiu",male,25.0,7.9,S
3,0,"Davies, Mr. Alfred J",male,24.0,24.15,S
3,0,"Davies, Mr. Evan",male,22.0,8.05,S
3,0,"Davies, Mr. John Samuel",male,21.0,24.15,S
3,0,"Davies, Mr. Joseph",male,17.0,8.05,S
3,0,"Davison, Mr. Thomas Henry",male,29.8811345124283,16.1,S
3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.8811345124283,16.1,S
3,1,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,17.4,S
3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,17.4,S
3,1,"de Mulder, Mr. Theodore",male,30.0,9.5,S
3,0,"de Pelsmaeker, Mr. Alfons",male,16.0,9.5,S
3,1,"Dean, Master. Bertram Vere",male,1.0,20.58,S
3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",female,0.1667,20.58,S
3,0,"Dean, Mr. Bertram Frank",male,26.0,20.58,S
3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,20.58,S
3,0,"Delalic, Mr. Redjo",male,25.0,7.9,S
3,0,"Demetri, Mr. Marinko",male,29.8811345124283,7.9,S
3,0,"Denkoff, Mr. Mitto",male,29.8811345124283,7.9,S
3,0,"Dennis, Mr. Samuel",male,22.0,7.25,S
3,0,"Dennis, Mr. William",male,36.0,7.25,S
3,1,"Devaney, Miss. Margaret Delia",female,19.0,7.88,Q
3,0,"Dika, Mr. Mirko",male,17.0,7.9,S
3,0,"Dimic, Mr. Jovan",male,42.0,8.66,S
3,0,"Dintcheff, Mr. Valtcho",male,43.0,7.9,S
3,0,"Doharr, Mr. Tannous",male,29.8811345124283,7.23,C
3,0,"Dooley, Mr. Patrick",male,32.0,7.75,Q
3,1,"Dorking, Mr. Edward Arthur",male,19.0,8.05,S
3,1,"Dowdell, Miss. Elizabeth",female,30.0,12.48,S
